threshold,FAR,FRR,GAR
0.2630638063806381,0.0,0.7172413793103448,0.2827586206896552
0.2630269320843091,0.0,0.7206896551724138,0.2793103448275862
0.2627483927527761,0.0,0.7241379310344828,0.27586206896551724
0.2622996349785748,0.0,0.7275862068965517,0.27241379310344827
0.2631675739296749,0.0,0.7137931034482758,0.28620689655172415
0.3637869913686806,0.0006309148264984228,0.16896551724137931,0.8310344827586207
0.3649309066397034,0.0006309148264984228,0.16551724137931034,0.8344827586206897
0.3670785525154457,0.0012618296529968455,0.15862068965517243,0.8413793103448276
0.3661126910771418,0.0012618296529968455,0.16206896551724137,0.8379310344827586
0.3651622367966862,0.0012618296529968455,0.16551724137931034,0.8344827586206897
0.3680093209054594,0.0018927444794952682,0.15862068965517243,0.8413793103448276
0.3684270865178844,0.0018927444794952682,0.15517241379310345,0.8448275862068966
0.3700161243037232,0.0018927444794952682,0.15172413793103448,0.8482758620689655
0.3702853394555592,0.002523659305993691,0.15172413793103448,0.8482758620689655
0.370346285156885,0.002523659305993691,0.1482758620689655,0.8517241379310345
0.3704438565549676,0.002523659305993691,0.14482758620689656,0.8551724137931035
0.3719234989810315,0.002523659305993691,0.1413793103448276,0.8586206896551725
0.3739739256397875,0.0031545741324921135,0.13793103448275862,0.8620689655172413
0.3723902679598882,0.0031545741324921135,0.1413793103448276,0.8586206896551725
0.3743010975357216,0.0037854889589905363,0.13793103448275862,0.8620689655172413
0.3743130789762914,0.0037854889589905363,0.13448275862068965,0.8655172413793103
0.3746411139821992,0.0037854889589905363,0.1310344827586207,0.8689655172413793
0.3748144299287411,0.004416403785488959,0.1310344827586207,0.8689655172413793
0.3759548058561426,0.005047318611987382,0.1310344827586207,0.8689655172413793
0.3763724511621275,0.0056782334384858045,0.1310344827586207,0.8689655172413793
0.3765126050420168,0.006309148264984227,0.1310344827586207,0.8689655172413793
0.3765709156193896,0.006309148264984227,0.12758620689655173,0.8724137931034482
0.3766555137320507,0.00694006309148265,0.12758620689655173,0.8724137931034482
0.3768227168073676,0.007570977917981073,0.12758620689655173,0.8724137931034482
0.3769138755980861,0.008201892744479496,0.12758620689655173,0.8724137931034482
0.3771281721811757,0.008201892744479496,0.12413793103448276,0.8758620689655172
0.3776771806853582,0.008201892744479496,0.1206896551724138,0.8793103448275862
0.3779653284671533,0.008832807570977918,0.1206896551724138,0.8793103448275862
0.3782119914346895,0.008832807570977918,0.11724137931034483,0.8827586206896552
0.3784626599708408,0.00946372239747634,0.11724137931034483,0.8827586206896552
0.3785820158102767,0.010094637223974764,0.11724137931034483,0.8827586206896552
0.3786038343333821,0.010725552050473186,0.11724137931034483,0.8827586206896552
0.3789079863683509,0.011356466876971609,0.11724137931034483,0.8827586206896552
0.3791806020066889,0.011987381703470032,0.11724137931034483,0.8827586206896552
0.3801237144134744,0.012618296529968454,0.11724137931034483,0.8827586206896552
0.3802107546877421,0.013249211356466877,0.11724137931034483,0.8827586206896552
0.380231152742106,0.013249211356466877,0.11379310344827587,0.8862068965517241
0.3809050772626932,0.013249211356466877,0.1103448275862069,0.8896551724137931
0.3815991085109346,0.0138801261829653,0.1103448275862069,0.8896551724137931
0.381675469483568,0.014511041009463722,0.1103448275862069,0.8896551724137931
0.3819454734034672,0.015141955835962145,0.1103448275862069,0.8896551724137931
0.3827828241123038,0.015772870662460567,0.1103448275862069,0.8896551724137931
0.3832283464566929,0.015772870662460567,0.10689655172413794,0.8931034482758621
0.3839285714285714,0.016403785488958992,0.10689655172413794,0.8931034482758621
0.3848019723238428,0.017034700315457414,0.10689655172413794,0.8931034482758621
0.3848748374512353,0.017665615141955835,0.10689655172413794,0.8931034482758621
0.3850265164070268,0.01829652996845426,0.10689655172413794,0.8931034482758621
0.3851137562151575,0.01892744479495268,0.10689655172413794,0.8931034482758621
0.3854715875805506,0.019558359621451103,0.10689655172413794,0.8931034482758621
0.3856828910955559,0.02018927444794953,0.10689655172413794,0.8931034482758621
0.3860785272075595,0.02082018927444795,0.10689655172413794,0.8931034482758621
0.38648108018003,0.02145110410094637,0.10689655172413794,0.8931034482758621
0.3870806709265175,0.022082018927444796,0.10689655172413794,0.8931034482758621
0.3872853638593622,0.022712933753943218,0.10689655172413794,0.8931034482758621
0.3873737373737373,0.02334384858044164,0.10689655172413794,0.8931034482758621
0.3878326996197718,0.023974763406940065,0.10689655172413794,0.8931034482758621
0.3878879310344827,0.023974763406940065,0.10344827586206896,0.896551724137931
0.3878952411370169,0.024605678233438486,0.10344827586206896,0.896551724137931
0.3883466800133466,0.025236593059936908,0.10344827586206896,0.896551724137931
0.3884869939972294,0.025867507886435333,0.10344827586206896,0.896551724137931
0.3891658114645946,0.026498422712933754,0.10344827586206896,0.896551724137931
0.3895720784759738,0.027129337539432176,0.10344827586206896,0.896551724137931
0.3903981264637002,0.0277602523659306,0.10344827586206896,0.896551724137931
0.3904389248043552,0.028391167192429023,0.10344827586206896,0.896551724137931
0.3905847869602516,0.029022082018927444,0.10344827586206896,0.896551724137931
0.3906064712857869,0.02965299684542587,0.10344827586206896,0.896551724137931
0.3910044546630263,0.03028391167192429,0.10344827586206896,0.896551724137931
0.3916104429451452,0.030914826498422712,0.10344827586206896,0.896551724137931
0.3917185646500593,0.031545741324921134,0.10344827586206896,0.896551724137931
0.3919668703763267,0.032176656151419555,0.10344827586206896,0.896551724137931
0.3921061853863676,0.032807570977917984,0.10344827586206896,0.896551724137931
0.3922565077508043,0.033438485804416405,0.10344827586206896,0.896551724137931
0.3924380165289256,0.03406940063091483,0.10344827586206896,0.896551724137931
0.39253529588465,0.03470031545741325,0.10344827586206896,0.896551724137931
0.3925799809946151,0.03533123028391167,0.10344827586206896,0.896551724137931
0.3928847940538866,0.03596214511041009,0.10344827586206896,0.896551724137931
0.39296,0.03659305993690852,0.10344827586206896,0.896551724137931
0.3933881406331992,0.03722397476340694,0.10344827586206896,0.896551724137931
